SMILES,HOMO,LUMO,J,V,FF,PCE,refJ,refV,refFF,refPCE,doi
COC1=CC=C(N(C2=CC(C3=CC(N(C4=CC=C(OC)C=C4)C5=CC=C(OC)C=C5)=CC=C3N6C7=CC=C(C8=C(F)C=C(C(C=C9)=CC=C9N%10C%11=C(C%12=CC(N(C%13=CC=C(OC)C=C%13)C%14=CC=C(OC)C=C%14)=CC=C%12%10)C=C(N(C%15=CC=C(OC)C=C%15)C%16=CC=C(OC)C=C%16)C=C%11)C%17=NSN=C%178)C=C7)=C6C=C2)C%18=CC=C(OC)C=C%18)C=C1,-5.21,-2.87,21.39,1.07,0.81,18.54,20.64,1.05,0.75,16.24,10.1039/C7CC04606E
COC1=CC=C(N(C2=CC(C3=CC(N(C4=CC=C(OC)C=C4)C5=CC=C(OC)C=C5)=CC=C3N6C7=CC=C(C8=C(F)C(F)=C(C(C=C9)=CC=C9N%10C%11=C(C%12=CC(N(C%13=CC=C(OC)C=C%13)C%14=CC=C(OC)C=C%14)=CC=C%12%10)C=C(N(C%15=CC=C(OC)C=C%15)C%16=CC=C(OC)C=C%16)C=C%11)C%17=NSN=C%178)C=C7)=C6C=C2)C%18=CC=C(OC)C=C%18)C=C1,-5.23,-2.92,20.58,1.05,0.73,15.71,20.64,1.05,0.75,16.24,10.1039/C7CC04606E
COC1=CC=C(N(C2=CC(C3=CC(N(C4=CC=C(OC)C=C4)C5=CC=C(OC)C=C5)=CC=C3N6C7=CC(N8C9=C(C%10=CC(N(C%11=CC=C(OC)C=C%11)C%12=CC=C(OC)C=C%12)=CC=C%108)C=C(N(C%13=CC=C(OC)C=C%13)C%14=CC=C(OC)C=C%14)C=C9)=CC(N%15C%16=C(C%17=CC(N(C%18=CC=C(OC)C=C%18)C%19=CC=C(OC)C=C%19)=CC=C%17%15)C=C(N(C%20=CC=C(OC)C=C%20)C%21=CC=C(OC)C=C%21)C=C%16)=C7)=C6C=C2)C%22=CC=C(OC)C=C%22)C=C1,-5.26,-2.34,22.93,1.05,0.79,18.87,22.01,1.05,0.77,17.71,10.1039/C7TA04762B
COC1=CC=C(N(C2=CC(C3=CC(N(C4=CC=C(OC)C=C4)C5=CC=C(OCCCCCC)C=C5)=CC=C3N6C7=CC(N8C9=C(C%10=CC(N(C%11=CC=C(OC)C=C%11)C%12=CC=C(OCCCCCC)C=C%12)=CC=C%108)C=C(N(C%13=CC=C(OC)C=C%13)C%14=CC=C(OCCCCCC)C=C%14)C=C9)=CC(N%15C%16=C(C%17=CC(N(C%18=CC=C(OCCCCCC)C=C%18)C%19=CC=C(OC)C=C%19)=CC=C%17%15)C=C(N(C%20=CC=C(OCCCCCC)C=C%20)C%21=CC=C(OC)C=C%21)C=C%16)=C7)=C6C=C2)C%22=CC=C(OCCCCCC)C=C%22)C=C1,-5.26,-2.34,20.57,1.05,0.75,16.2,22.01,1.05,0.77,17.71,10.1039/C7TA04762B
COC1=CC=C(N(C2=CC=C(OCCCCCC)C=C2)C3=CC(C4=CC(N(C5=CC=C(OCCCCCC)C=C5)C6=CC=C(OC)C=C6)=CC=C4N7C(C=C8)=CC=C8C9=CC(C%10=CC=C(N%11C%12=C(C%13=CC(N(C%14=CC=C(OCCCCCC)C=C%14)C%15=CC=C(OC)C=C%15)=CC=C%13%11)C=C(N(C%16=CC=C(OCCCCCC)C=C%16)C%17=CC=C(OC)C=C%17)C=C%12)C=C%10)=CC(C%18=CC=C(N%19C%20=C(C%21=CC(N(C%22=CC=C(OCCCCCC)C=C%22)C%23=CC=C(OC)C=C%23)=CC=C%21%19)C=C(N(C%24=CC=C(OCCCCCC)C=C%24)C%25=CC=C(OC)C=C%25)C=C%20)C=C%18)=C9)=C7C=C3)C=C1,-5.24,-2.33,21.19,1.03,0.75,16.5,22.01,1.05,0.77,17.71,10.1039/C7TA04762B
COC1=CC=C(N(C2=CC=C(C3=C(N4C5=CC(N6C7=C(C8=CC=C(N(C9=CC=C(OC)C=C9)C%10=CC=C(OC)C=C%10)C=C86)C=CC(N(C%11=CC=C(OC)C=C%11)C%12=CC=C(OC)C=C%12)=C7)=CC(N%13C%14=C(C%15=CC=C(N(C%16=CC=C(OC)C=C%16)C%17=CC=C(OC)C=C%17)C=C%15%13)C=CC(N(C%18=CC=C(OC)C=C%18)C%19=CC=C(OC)C=C%19)=C%14)=C5)C=C(N(C%20=CC=C(OC)C=C%20)C%21=CC=C(OC)C=C%21)C=C3)C4=C2)C%22=CC=C(OC)C=C%22)C=C1,-5.25,-2.22,22.32,1.06,0.76,18,22.01,1.05,0.77,17.71,10.1039/C7TA04762B
N(C1=CC=C(/C2=C3C(C=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C6)=C6OC7=C\3C=C(N(C8=CC=CC=C8)C9=CC=CC=C9)C=C7)C(C%10=C2C=CC(N(C%11=CC=CC=C%11)C%12=CC=CC=C%12)=C%10)=C1)(C%13=CC=CC=C%13)C%14=CC=CC=C%14,-5.03,-3.35,21.5,1.04,0.71,15.82,22.44,1.1,0.78,19.27,10.1002/cssc.201700974
N(C1=CC=C(/C2=C3C(C=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C6)=C6SC7=C\3C=C(N(C8=CC=CC=C8)C9=CC=CC=C9)C=C7)C(C%10=C2C=CC(N(C%11=CC=CC=C%11)C%12=CC=CC=C%12)=C%10)=C1)(C%13=CC=CC=C%13)C%14=CC=CC=C%14,-5.06,-3.09,23.15,1.09,0.76,19.26,22.44,1.1,0.78,19.27,10.1002/cssc.201700974
O=[s](C1=C(C=C(N(C2=CC=CC=C2)C3=CC=CC=C3)C=C1)/C4=C5C6=CC=C(N(C7=CC=CC=C7)C8=CC=CC=C8)C=C6C9=C\5C=CC(N(C%10=CC=CC=C%10)C%11=CC=CC=C%11)=C9)(C%12=C4C=C(N(C%13=CC=CC=C%13)C%14=CC=CC=C%14)C=C%12)=O,-5.08,-3.24,20.3,1.08,0.54,11.79,22.44,1.1,0.78,19.27,10.1002/cssc.201700974
COC1=CC=C(N(C2=CC=C(OC)C=C2)C3=CC=C(C4=C(C56C(C=CC(OCC7=CC=CC=C7)=C8)=C8OC9=C6C=CC(OCC%10=CC=CC=C%10)=C9)C=C(N(C%11=CC=C(OC)C=C%11)C%12=CC=C(OC)C=C%12)C=C4)C5=C3)C=C1,-5.15,-2.11,13.4,0.78,0.51,5.4,12.4,0.82,0.54,5.5,10.1002/aenm.201700683
COC1=CC=C(N(C2=CC=C(OC)C=C2)C3=CC=C(C4=C(C56C(C=CC(OCC7=NC=CC=C7)=C8)=C8OC9=C6C=CC(OCC%10=CC=CC=N%10)=C9)C=C(N(C%11=CC=C(OC)C=C%11)C%12=CC=C(OC)C=C%12)C=C4)C5=C3)C=C1,-5.15,-2.11,19.8,1,0.76,15,12.4,0.82,0.54,5.5,10.1002/aenm.201700683
COC1=CC=C(N(C2=CC=C(OC)C=C2)C3=CC=C(C4=C(C56C(C=CC(OCC7=CN=CC=C7)=C8)=C8OC9=C6C=CC(OCC%10=CC=CN=C%10)=C9)C=C(N(C%11=CC=C(OC)C=C%11)C%12=CC=C(OC)C=C%12)C=C4)C5=C3)C=C1,-5.15,-2.11,20.6,1.05,0.76,16.5,12.4,0.82,0.54,5.5,10.1002/aenm.201700683
COC1=CC=C(N(C2=CC=C(OC)C=C2)C3=CC=C(C4=C(C56C(C=CC(OCC7=CC=NC=C7)=C8)=C8OC9=C6C=CC(OCC%10=CC=NC=C%10)=C9)C=C(N(C%11=CC=C(OC)C=C%11)C%12=CC=C(OC)C=C%12)C=C4)C5=C3)C=C1,-5.15,-2.11,21.2,1.03,0.79,17.2,12.4,0.82,0.54,5.5,10.1002/aenm.201700683
FC1=CC(C(N(CCCCCC)C2=C3C=C(F)C(C4=CC=C(C5=CC=C(CCCCCC)S5)S4)=C2)=C3N6CCCCCC)=C6C=C1C7=CC=C(C8=CC=C(CCCCCC)S8)S7,-5.23,-2.93,23.2,1.06,0.79,17.8,23.1,1.01,0.71,16.8,10.1039/C6SC02832B
COC1=CC=C(N(C2=CC=C(OC)C=C2)C3=CC=C(/C=C/C4=C(OC)C(OC)=C(/C=C/C5=CC=C(N(C6=CC=C(OC)C=C6)C7=CC=C(OC)C=C7)C=C5)S4)C=C3)C=C1,-5.16,-2.77,23.59,1.13,0.75,20.1,23.87,1.13,0.76,20.6,10.1016/j.nanoen.2017.09.035
COC1=CC=C(N(C2=CC=C(OC)C=C2)C3=CC=C(C4=C(OC)C(OC)=C(C5=CC=C(N(C6=CC=C(OC)C=C6)C7=CC=C(OC)C=C7)C=C5)S4)C=C3)C=C1,-5.18,-2.44,23.12,1.15,0.64,16.9,23.87,1.13,0.76,20.6,10.1016/j.nanoen.2017.09.035
COC1=CC=C(N(C2=CC=C(C3=C4C=C(N(C5=CC(C6(C(C=CC=C7)=C7OC8=C6C=CC=C8)C9=C%10C=CC=C9)=C%10C=C5)C%11=CC=C(OC)C=C%11)C=C3)C(C4%12C(C=CC=C%13)=C%13OC%14=C%12C=CC=C%14)=C2)C%15=CC=C(C(C=CC=C%16)=C%16C%17%18C(C=CC=C%19)=C%19OC%20=C%18C=CC=C%20)C%17=C%15)C=C1,-5.23,-2.26,23.4,1.15,0.77,20.8,20.6,1.13,0.76,19.7,10.1016/j.chempr.2017.03.011
COC1=CC=C(N(C2=CC=C(C3=CC=C(N(C4=CC(C5(C(C=CC=C6)=C6OC7=C5C=CC=C7)C8=C9C=CC=C8)=C9C=C4)C%10=CC=C(OC)C=C%10)C=C3)C=C2)C%11=CC=C(C(C=CC=C%12)=C%12C%13%14C(C=CC=C%15)=C%15OC%16=C%14C=CC=C%16)C%13=C%11)C=C1,-5.3,-2.25,21.3,0.95,0.67,13.6,20.6,1.13,0.76,19.7,10.1016/j.chempr.2017.03.011
N(C1=CC=CC=C1)(C2=CC=C(C3=CC=C(N(C4=CC=CC=C4)C5=C6C=CC=C5)C6=C3)C=C2)C7=CC=CC=C7,-5.18,-1.83,19.8,0.92,0.74,13.92,18.57,0.87,0.78,12.6,10.1039/C7TA02440A
COC1=CC=C(N(C2=CC=C(C3=CC=C(N(C4=CC=CC=C4)C5=C6C=CC=C5)C6=C3)C=C2)C7=CC=C(OC)C=C7)C=C1,-4.98,-1.73,21.68,0.99,0.71,15.77,18.57,0.87,0.78,12.6,10.1039/C7TA02440A
COC1=CC=C(N(C2=CC=C(C3=CC=C(N(C4=CC=C(OC)C=C4)C5=C6C=CC=C5)C6=C3)C=C2)C7=CC=C(OC)C=C7)C=C1,-4.96,-1.71,22.11,1,0.78,17.54,18.57,0.87,0.78,12.6,10.1039/C7TA02440A
CCCCCCC(C=C(C1=CC=C(N(C2=CC=C(C(S3)=CC(CCCCCC)=C3C4=CC=C(C5=C(CCCCCC)C=C(/C=C(C#N)/C#N)S5)S4)C=C2)C6=CC=CC(C(S7)=CC(CCCCCC)=C7C8=CC=C(C9=C(CCCCCC)C=C(/C=C(C#N)/C#N)S9)S8)=C6)C=C1)S%10)=C%10C%11=CC=C(C%12=C(CCCCCC)C=C(/C=C(C#N)/C#N)S%12)S%11,-5.38,-3.35,20.85,1.09,0.77,17.5,23.66,1.11,0.7,18.4,10.1002/adma.201606555
CCCCCCC(C=C(C1=CC2=C(N(C3=C4C=C(C(S5)=CC(CCCCCC)=C5C6=CC=C(C7=C(CCCCCC)C=C(/C=C(C#N)/C#N)S7)S6)C=C3C8(C)C)C9=C8C=CC(C(S%10)=CC(CCCCCC)=C%10C%11=CC=C(C%12=C(CCCCCC)C=C(/C=C(C#N)/C#N)S%12)S%11)=C9C2(C)C)C(C4(C)C)=C1)S%13)=C%13C%14=CC=C(C%15=C(CCCCCC)C=C(/C=C(C#N)/C#N)S%15)S%14,-5.3,-3.31,21.71,1.13,0.77,18.9,23.66,1.11,0.7,18.4,10.1002/adma.201606555
CCCCCCN(C1=C2C=C(C3=CC(CCCCCC)=C(/C=C(C#N)/C#N)S3)C=C1)C4=C2C(N(CCCCCC)C5=C6C=C(C7=CC(CCCCCC)=C(/C=C(C#N)/C#N)S7)C=C5)=C6C8=C4C9=CC(C%10=CC(CCCCCC)=C(/C=C(C#N)/C#N)S%10)=CC=C9N8CCCCCC,-5.55,-3.42,16.01,1.05,0.53,8.88,22.25,1.12,0.76,19.01,10.1039/C7TA01718A
CCCCCCN(C1=C2C=C(C(S3)=CC(CCCCCC)=C3C(S4)=CC=C4C5=CC(CCCCCC)=C(/C=C(C#N)/C#N)S5)C=C1)C6=C2C(N(CCCCCC)C7=C8C=C(C(S9)=CC(CCCCCC)=C9C(S%10)=CC=C%10C%11=CC(CCCCCC)=C(/C=C(C#N)/C#N)S%11)C=C7)=C8C%12=C6C%13=CC(C(S%14)=CC(CCCCCC)=C%14C(S%15)=CC=C%15C%16=CC(CCCCCC)=C(/C=C(C#N)/C#N)S%16)=CC=C%13N%12CCCCCC,-5.24,-3.19,21.7,1.13,0.78,19.03,22.25,1.12,0.76,19.01,10.1039/C7TA01718A
CCCCCCN(C1=C2C=C(C(S3)=CC(C4(CCCCCC)CCCCCC)=C3C5=C4C=C(/C=C(C#N)/C#N)S5)C=C1)C6=C2C(N(CCCCCC)C7=C8C=C(C(S9)=CC(C%10(CCCCCC)CCCCCC)=C9C%11=C%10C=C(/C=C(C#N)/C#N)S%11)C=C7)=C8C%12=C6C%13=CC(C(S%14)=CC(C%15(CCCCCC)CCCCCC)=C%14C%16=C%15C=C(/C=C(C#N)/C#N)S%16)=CC=C%13N%12CCCCCC.CC,-5.34,-3.38,19.31,1.11,0.69,14.87,22.25,1.12,0.76,19.01,10.1039/C7TA01718A
COC1=CC=C(N(C2=CC=C(C3=C(CC=C4)C(C5C6=C78)=C4C(OCCCCCCCC)=C6C=C(C9=CC=C(N(C%10=CC=C(OC)C=C%10)C%11=CC=C(OC)C=C%11)C=C9)C8=CC=CC7=C(OCCCCCCCC)C5=C3)C=C2)C%12=CC=C(OC)C=C%12)C=C1,-5.32,-2.76,21.07,1.03,0.8,17.5,21.09,1.04,0.77,16.8,10.1002/aenm.201703007
COC1=CC=C(N(C2=CC=C(OC)C=C2)C3=CC(C4=CC(N(C5=CC=C(OC)C=C5)C6=CC=C(OC)C=C6)=CC=C47)=C(C87C9=CC=C(N(C%10=CC=C(OC)C=C%10)C%11=CC=C(OC)C=C%11)C=C9OC%12C8C=CC(N(C%13=CC=C(OC)C=C%13)C%14=CC=C(OC)C=C%14)=C%12)C=C3)C=C1,-4.92,-1.97,19.57,1.02,0.77,16.77,20.82,1.09,0.78,17.64,10.1039/C6QM00097E
COC1=CC=C(N(C2=CC=C(OC)C=C2)C3=CC=C(C(C=C4)=CC5C4C6(C7=CC(C8=CC=C(N(C9=CC=C(OC)C=C9)C%10=CC=C(OC)C=C%10)C=C8)=CC=C7C%11=C6C=C(C%12=CC=C(N(C%13=CC=C(OC)C=C%13)C%14=CC=C(OC)C=C%14)C=C%12)C=C%11)C%15=CC=C(C%16=CC=C(N(C%17=CC=C(OC)C=C%17)C%18=CC=C(OC)C=C%18)C=C%16)C=C%15O5)C=C3)C=C1,-5.08,-2.27,18.94,1,0.74,14.05,20.82,1.09,0.78,17.64,10.1039/C6QM00097E
